O47, U4530, P4785,2, 2013-08-09 00:01:27
O48, U1532, P7,20, 2013-08-09 00:01:28
O49, U60, P4754,12, 2013-08-09 00:01:28
O50, U1710, P2919,20, 2013-08-09 00:01:29
O51, U2469, P3622,20, 2013-08-09 00:01:30
O52, U3332, P4681,15, 2013-08-09 00:01:30
O53, U3086, P4336,7, 2013-08-09 00:01:30
O54, U4854, P684,12, 2013-08-09 00:01:30
O55, U4435, P4877,5, 2013-08-09 00:01:30
O56, U1464, P601,10, 2013-08-09 00:01:31
O57, U3569, P2295,9, 2013-08-09 00:01:32
O58, U1421, P4325,9, 2013-08-09 00:01:34
O59, U3485, P3972,17, 2013-08-09 00:01:35
O60, U378, P4212,5, 2013-08-09 00:01:35
O61, U2609, P529,11, 2013-08-09 00:01:36
O62, U4771, P3051,1, 2013-08-09 00:01:37
O63, U3790, P1889,11, 2013-08-09 00:01:37
O64, U4872, P2705,3, 2013-08-09 00:01:38
O65, U547, P4633,17, 2013-08-09 00:01:38
O66, U2552, P2078,1, 2013-08-09 00:01:38
O67, U3753, P3563,17, 2013-08-09 00:01:38
O68, U692, P3113,3, 2013-08-09 00:01:39
O69, U2773, P1039,18, 2013-08-09 00:01:39
O70, U2703, P4803,3, 2013-08-09 00:01:41
O71, U4547, P2683,1, 2013-08-09 00:01:41
O72, U530, P2224,1, 2013-08-09 00:01:41
O73, U120, P4621,8, 2013-08-09 00:01:41
O74, U972, P2649,15, 2013-08-09 00:01:41
O75, U4652, P3662,19, 2013-08-09 00:01:42
O76, U1520, P866,19, 2013-08-09 00:01:43
O77, U2947, P925,8, 2013-08-09 00:01:44
O78, U3948, P1610,3, 2013-08-09 00:01:45
O79, U1904, P1900,10, 2013-08-09 00:01:45
O80, U2086, P1979,9, 2013-08-09 00:01:46
O81, U839, P1077,9, 2013-08-09 00:01:46
O82, U1902, P323,1, 2013-08-09 00:01:46
O83, U439, P17,10, 2013-08-09 00:01:46
O84, U3985, P2409,10, 2013-08-09 00:01:47
O85, U3241, P2756,4, 2013-08-09 00:01:47
O86, U494, P1030,18, 2013-08-09 00:01:47
O87, U1045, P1242,1, 2013-08-09 00:01:47
O88, U4600, P4712,16, 2013-08-09 00:01:47
O89, U3804, P593,5, 2013-08-09 00:01:47
O90, U4471, P3593,2, 2013-08-09 00:01:48
O91, U2765, P3006,11, 2013-08-09 00:01:49
O92, U4813, P132,7, 2013-08-09 00:01:50
O93, U1641, P2725,14, 2013-08-09 00:01:50
O94, U4563, P1071,4, 2013-08-09 00:01:50
O95, U2259, P3926,15, 2013-08-09 00:01:51
O96, U4480, P701,16, 2013-08-09 00:01:51
O97, U4734, P1397,4, 2013-08-09 00:01:52
O98, U2947, P1032,3, 2013-08-09 00:01:53
O99, U1858, P1228,6, 2013-08-09 00:01:53
O100, U3145, P3069,19, 2013-08-09 00:01:55
O101, U3941, P960,6, 2013-08-09 00:01:55
O102, U2104, P1209,18, 2013-08-09 00:01:55
O103, U4766, P3396,11, 2013-08-09 00:01:56
O104, U4335, P3817,14, 2013-08-09 00:01:57
O105, U1075, P1468,1, 2013-08-09 00:01:57
O106, U4317, P2320,4, 2013-08-09 00:01:57
O107, U413, P4284,20, 2013-08-09 00:01:57
O108, U2240, P4693,9, 2013-08-09 00:01:58
O109, U4450, P4773,8, 2013-08-09 00:01:58
O110, U1923, P2928,16, 2013-08-09 00:01:58
O111, U257, P3464,19, 2013-08-09 00:01:59
O112, U3644, P617,1, 2013-08-09 00:01:59
O113, U4468, P154,11, 2013-08-09 00:01:59
O114, U4106, P4669,10, 2013-08-09 00:01:59
O115, U1194, P395,11, 2013-08-09 00:02:01
O116, U2590, P1855,19, 2013-08-09 00:02:01
O117, U572, P2517,16, 2013-08-09 00:02:02
O118, U538, P2707,16, 2013-08-09 00:02:03
O119, U4837, P1685,5, 2013-08-09 00:02:03
O120, U4174, P2630,6, 2013-08-09 00:02:04
O121, U2405, P2817,2, 2013-08-09 00:02:04
O122, U3756, P4041,2, 2013-08-09 00:02:04
O123, U3637, P2409,4, 2013-08-09 00:02:04
O124, U61, P4805,9, 2013-08-09 00:02:05
O125, U3051, P1296,19, 2013-08-09 00:02:05
O126, U2612, P1036,18, 2013-08-09 00:02:06
O127, U4660, P1843,12, 2013-08-09 00:02:06
O128, U2434, P1339,2, 2013-08-09 00:02:06
O129, U4996, P4675,4, 2013-08-09 00:02:07
O130, U880, P3772,16, 2013-08-09 00:02:07
O131, U3882, P292,11, 2013-08-09 00:02:07
O132, U1341, P1685,8, 2013-08-09 00:02:07
O133, U1807, P2415,6, 2013-08-09 00:02:08
O134, U2200, P3917,18, 2013-08-09 00:02:08
O135, U3701, P507,11, 2013-08-09 00:02:08
O136, U1713, P2465,6, 2013-08-09 00:02:09
O137, U4163, P2204,3, 2013-08-09 00:02:09
O138, U1892, P4471,4, 2013-08-09 00:02:10
O139, U3458, P4925,6, 2013-08-09 00:02:10
O140, U58, P3726,18, 2013-08-09 00:02:10
O141, U4593, P2731,15, 2013-08-09 00:02:10
O142, U1938, P1168,19, 2013-08-09 00:02:11
O143, U4685, P1694,19, 2013-08-09 00:02:11
O144, U2741, P798,15, 2013-08-09 00:02:11
O145, U3020, P2437,12, 2013-08-09 00:02:12
O146, U3505, P3698,4, 2013-08-09 00:02:12
O147, U2725, P3253,9, 2013-08-09 00:02:12
O148, U4341, P1702,7, 2013-08-09 00:02:12
O149, U3266, P1972,4, 2013-08-09 00:02:13
O150, U1708, P2856,7, 2013-08-09 00:02:13
O151, U379, P1733,15, 2013-08-09 00:02:14
O152, U1961, P2583,5, 2013-08-09 00:02:14
O153, U817, P1747,18, 2013-08-09 00:02:15
O154, U3135, P2009,4, 2013-08-09 00:02:16
O155, U1818, P1408,6, 2013-08-09 00:02:17
O156, U2049, P3837,9, 2013-08-09 00:02:17
O157, U2888, P4907,5, 2013-08-09 00:02:20
O158, U653, P2312,2, 2013-08-09 00:02:20
O159, U2129, P250,5, 2013-08-09 00:02:20
O160, U2042, P3638,17, 2013-08-09 00:02:20
O161, U3776, P2950,16, 2013-08-09 00:02:21
O162, U2878, P2341,17, 2013-08-09 00:02:21
O163, U4930, P1049,20, 2013-08-09 00:02:22
O164, U1711, P2663,8, 2013-08-09 00:02:22
O165, U1507, P4547,6, 2013-08-09 00:02:23
O166, U1454, P2500,2, 2013-08-09 00:02:24
O167, U164, P1207,13, 2013-08-09 00:02:24
O168, U3728, P3785,12, 2013-08-09 00:02:25
O169, U492, P4683,18, 2013-08-09 00:02:25
O170, U3201, P4787,10, 2013-08-09 00:02:25
O171, U158, P3740,13, 2013-08-09 00:02:26
O172, U145, P4319,17, 2013-08-09 00:02:26
O173, U1951, P3904,17, 2013-08-09 00:02:26
O174, U2363, P2099,12, 2013-08-09 00:02:27
O175, U2202, P1166,10, 2013-08-09 00:02:28
O176, U4269, P4107,11, 2013-08-09 00:02:28
O177, U4221, P669,11, 2013-08-09 00:02:28
O178, U744, P1861,10, 2013-08-09 00:02:28
O179, U1072, P48,17, 2013-08-09 00:02:29
O180, U898, P2364,11, 2013-08-09 00:02:29
O181, U4641, P1714,5, 2013-08-09 00:02:29
O182, U2498, P1539,16, 2013-08-09 00:02:29
O183, U3879, P1350,1, 2013-08-09 00:02:30
O184, U2206, P4461,15, 2013-08-09 00:02:30
O185, U1238, P2774,17, 2013-08-09 00:02:31
O186, U304, P1512,11, 2013-08-09 00:02:31
O187, U664, P1212,3, 2013-08-09 00:02:32
O188, U1673, P3943,17, 2013-08-09 00:02:32
O189, U4626, P4373,8, 2013-08-09 00:02:33
O190, U638, P4035,18, 2013-08-09 00:02:33
O191, U4894, P1044,7, 2013-08-09 00:02:33
O192, U1423, P2698,2, 2013-08-09 00:02:34
O193, U1587, P4660,19, 2013-08-09 00:02:34
O194, U3354, P387,12, 2013-08-09 00:02:35
O195, U2514, P1997,5, 2013-08-09 00:02:35
O196, U4147, P4464,17, 2013-08-09 00:02:35
O197, U3354, P762,15, 2013-08-09 00:02:36
O198, U1515, P232,5, 2013-08-09 00:02:36
O199, U2056, P2940,11, 2013-08-09 00:02:38
O200, U2072, P2845,9, 2013-08-09 00:02:38
O201, U2017, P3211,10, 2013-08-09 00:02:39
O202, U919, P2291,14, 2013-08-09 00:02:39
O203, U2028, P4770,1, 2013-08-09 00:02:40
O204, U3711, P3682,8, 2013-08-09 00:02:40
O205, U3019, P2290,4, 2013-08-09 00:02:40
O206, U2798, P4120,8, 2013-08-09 00:02:40
O207, U2984, P475,20, 2013-08-09 00:02:41
O208, U2818, P2263,14, 2013-08-09 00:02:41
O209, U790, P3348,4, 2013-08-09 00:02:41
O210, U392, P4327,20, 2013-08-09 00:02:43
O211, U2640, P4473,8, 2013-08-09 00:02:44
O212, U2486, P1325,9, 2013-08-09 00:02:44
O213, U495, P1581,19, 2013-08-09 00:02:45
O214, U2723, P2099,19, 2013-08-09 00:02:45
O215, U4001, P4600,9, 2013-08-09 00:02:46
O216, U1700, P3463,12, 2013-08-09 00:02:46
O217, U331, P4218,16, 2013-08-09 00:02:47
O218, U786, P4049,10, 2013-08-09 00:02:47
O219, U2230, P4160,4, 2013-08-09 00:02:48
O220, U3985, P128,16, 2013-08-09 00:02:49
O221, U2630, P1621,2, 2013-08-09 00:02:49
O222, U323, P1062,17, 2013-08-09 00:02:51
O223, U4990, P528,4, 2013-08-09 00:02:51
O224, U3684, P2282,11, 2013-08-09 00:02:52
O225, U2262, P259,14, 2013-08-09 00:02:53
O226, U218, P3782,11, 2013-08-09 00:02:53
O227, U1253, P4051,20, 2013-08-09 00:02:54
O228, U2898, P61,1, 2013-08-09 00:02:54
O229, U946, P1837,2, 2013-08-09 00:02:54
O230, U4441, P254,9, 2013-08-09 00:02:55
O231, U1193, P1496,6, 2013-08-09 00:02:56
O232, U769, P93,2, 2013-08-09 00:02:57
O233, U4245, P3644,15, 2013-08-09 00:02:57
O234, U2850, P1695,12, 2013-08-09 00:02:57
O235, U1949, P1632,8, 2013-08-09 00:02:58
O236, U1246, P3491,16, 2013-08-09 00:02:59
O237, U4033, P1994,2, 2013-08-09 00:02:59
O238, U3317, P2707,5, 2013-08-09 00:03:02
O239, U4051, P4688,7, 2013-08-09 00:03:03
O240, U337, P4336,17, 2013-08-09 00:03:03
O241, U3774, P545,2, 2013-08-09 00:03:03
O242, U3837, P2468,4, 2013-08-09 00:03:04
O243, U1098, P1479,1, 2013-08-09 00:03:04
O244, U2878, P965,1, 2013-08-09 00:03:05
O245, U4070, P3371,10, 2013-08-09 00:03:06
O246, U1921, P941,14, 2013-08-09 00:03:07
O247, U3155, P4657,14, 2013-08-09 00:03:08
O248, U1602, P405,13, 2013-08-09 00:03:09
O249, U1757, P2849,16, 2013-08-09 00:03:10
O250, U427, P1703,2, 2013-08-09 00:03:10
O251, U3908, P3871,18, 2013-08-09 00:03:10
O252, U4355, P4038,5, 2013-08-09 00:03:10
O253, U2686, P3083,17, 2013-08-09 00:03:10
O254, U1163, P147,9, 2013-08-09 00:03:11
O255, U3658, P1144,5, 2013-08-09 00:03:11
O256, U243, P4208,18, 2013-08-09 00:03:11
O257, U3661, P2111,16, 2013-08-09 00:03:11
O258, U3161, P2162,19, 2013-08-09 00:03:12
O259, U887, P2152,1, 2013-08-09 00:03:12
O260, U2033, P2061,19, 2013-08-09 00:03:13
O261, U2016, P665,20, 2013-08-09 00:03:13
O262, U4808, P3933,9, 2013-08-09 00:03:13
O263, U838, P4671,18, 2013-08-09 00:03:13
O264, U1219, P4195,12, 2013-08-09 00:03:13
O265, U4259, P1974,19, 2013-08-09 00:03:14
O266, U1301, P2917,18, 2013-08-09 00:03:14
O267, U2205, P1500,15, 2013-08-09 00:03:14
O268, U4448, P1750,19, 2013-08-09 00:03:15
O269, U1578, P741,7, 2013-08-09 00:03:15
O270, U4625, P3436,8, 2013-08-09 00:03:15
O271, U1019, P647,5, 2013-08-09 00:03:15
O272, U4541, P4108,18, 2013-08-09 00:03:16
O273, U2256, P3814,9, 2013-08-09 00:03:17
O274, U3974, P4363,19, 2013-08-09 00:03:17
O275, U3, P2419,12, 2013-08-09 00:03:18
O276, U946, P3865,1, 2013-08-09 00:03:19
O277, U124, P4543,17, 2013-08-09 00:03:19
O278, U889, P4783,3, 2013-08-09 00:03:20
O279, U987, P2544,16, 2013-08-09 00:03:20
O280, U187, P3201,13, 2013-08-09 00:03:23
O281, U341, P1202,5, 2013-08-09 00:03:24
O282, U2423, P198,15, 2013-08-09 00:03:24
O283, U1806, P4674,12, 2013-08-09 00:03:25
O284, U76, P4008,17, 2013-08-09 00:03:25
O285, U2069, P3201,9, 2013-08-09 00:03:25
O286, U4097, P4404,18, 2013-08-09 00:03:26
O287, U1693, P626,8, 2013-08-09 00:03:27
O288, U1536, P4460,16, 2013-08-09 00:03:28
O289, U2677, P130,4, 2013-08-09 00:03:29
O290, U467, P3521,7, 2013-08-09 00:03:29
O291, U574, P2050,3, 2013-08-09 00:03:29
O292, U3963, P3600,13, 2013-08-09 00:03:29
O293, U3285, P2557,9, 2013-08-09 00:03:30
O294, U4315, P4102,17, 2013-08-09 00:03:30
O295, U2344, P48,3, 2013-08-09 00:03:30
O296, U133, P3784,7, 2013-08-09 00:03:30
O297, U3456, P1873,13, 2013-08-09 00:03:32
O298, U4580, P3462,11, 2013-08-09 00:03:32
O299, U1377, P3769,7, 2013-08-09 00:03:33
O300, U2365, P4701,1, 2013-08-09 00:03:33
O301, U2757, P1326,5, 2013-08-09 00:03:34
O302, U1268, P4460,8, 2013-08-09 00:03:34
O303, U3476, P3078,19, 2013-08-09 00:03:34
O304, U3919, P804,8, 2013-08-09 00:03:34
O305, U2083, P2356,6, 2013-08-09 00:03:34
O306, U2663, P4154,18, 2013-08-09 00:03:35
O307, U3343, P2521,6, 2013-08-09 00:03:35
O308, U4229, P1993,7, 2013-08-09 00:03:37
O309, U3457, P985,15, 2013-08-09 00:03:38
O310, U3020, P2561,20, 2013-08-09 00:03:39
O311, U1480, P912,12, 2013-08-09 00:03:39
O312, U2173, P1544,12, 2013-08-09 00:03:40
O313, U3019, P1066,3, 2013-08-09 00:03:40
O314, U3564, P1642,3, 2013-08-09 00:03:40
O315, U1999, P4495,5, 2013-08-09 00:03:40
O316, U1259, P2474,5, 2013-08-09 00:03:41
O317, U1109, P3680,19, 2013-08-09 00:03:41
O318, U2259, P3985,9, 2013-08-09 00:03:41
O319, U3759, P3496,18, 2013-08-09 00:03:41
O320, U4501, P2785,15, 2013-08-09 00:03:42
O321, U3403, P452,3, 2013-08-09 00:03:43
O322, U4769, P2416,20, 2013-08-09 00:03:43
O323, U4030, P4865,4, 2013-08-09 00:03:45
O324, U3689, P4600,13, 2013-08-09 00:03:45
O325, U3908, P4735,4, 2013-08-09 00:03:45
O326, U598, P2209,10, 2013-08-09 00:03:45
O327, U586, P2178,14, 2013-08-09 00:03:46
O328, U2458, P1893,16, 2013-08-09 00:03:46
O329, U218, P4182,8, 2013-08-09 00:03:46
O330, U634, P3382,13, 2013-08-09 00:03:47
O331, U3475, P3486,14, 2013-08-09 00:03:48
O332, U2039, P160,5, 2013-08-09 00:03:48
O333, U192, P2209,9, 2013-08-09 00:03:49
O334, U1188, P2208,11, 2013-08-09 00:03:49
O335, U296, P2398,17, 2013-08-09 00:03:49
O336, U1495, P3320,17, 2013-08-09 00:03:49
O337, U1315, P3132,6, 2013-08-09 00:03:50
O338, U1854, P3879,3, 2013-08-09 00:03:52
O339, U11, P936,15, 2013-08-09 00:03:55
O340, U1651, P4509,13, 2013-08-09 00:03:55
O341, U2993, P3365,6, 2013-08-09 00:03:56
O342, U2792, P212,5, 2013-08-09 00:03:56
O343, U4853, P1852,19, 2013-08-09 00:03:56
O344, U4687, P403,20, 2013-08-09 00:03:57
O345, U376, P4357,20, 2013-08-09 00:03:57
O346, U911, P2142,18, 2013-08-09 00:03:58
O347, U4801, P3688,4, 2013-08-09 00:03:58
O348, U2656, P4279,2, 2013-08-09 00:03:59
O349, U1731, P1606,19, 2013-08-09 00:03:59
O350, U2652, P2009,17, 2013-08-09 00:03:59
O351, U2656, P3508,11, 2013-08-09 00:03:59
O352, U3881, P3165,16, 2013-08-09 00:04:01
O353, U1090, P2482,9, 2013-08-09 00:04:02
O354, U2946, P1628,6, 2013-08-09 00:04:03
O355, U4625, P1613,12, 2013-08-09 00:04:03
O356, U1300, P1465,19, 2013-08-09 00:04:04
O357, U644, P4062,16, 2013-08-09 00:04:04
O358, U4055, P1834,4, 2013-08-09 00:04:04
O359, U2348, P335,17, 2013-08-09 00:04:05
O360, U1245, P1052,15, 2013-08-09 00:04:05
O361, U1523, P2181,20, 2013-08-09 00:04:07
O362, U403, P2013,8, 2013-08-09 00:04:08
O363, U2321, P1482,5, 2013-08-09 00:04:08
O364, U1138, P4776,19, 2013-08-09 00:04:09
O365, U2285, P1837,9, 2013-08-09 00:04:09
O366, U4389, P3002,11, 2013-08-09 00:04:09
O367, U2498, P427,1, 2013-08-09 00:04:09
O368, U86, P1989,12, 2013-08-09 00:04:10
O369, U434, P3567,7, 2013-08-09 00:04:10
O370, U1851, P1519,12, 2013-08-09 00:04:11
O371, U4755, P4800,6, 2013-08-09 00:04:11
O372, U3614, P1411,18, 2013-08-09 00:04:12
O373, U1641, P4183,19, 2013-08-09 00:04:14
O374, U890, P3942,20, 2013-08-09 00:04:14
O375, U3315, P4464,18, 2013-08-09 00:04:14
O376, U4126, P1754,20, 2013-08-09 00:04:14
O377, U3749, P2932,10, 2013-08-09 00:04:14
O378, U1387, P3713,3, 2013-08-09 00:04:15
O379, U3451, P1424,1, 2013-08-09 00:04:15
O380, U1915, P4923,14, 2013-08-09 00:04:15
O381, U175, P467,20, 2013-08-09 00:04:15
O382, U3347, P1370,20, 2013-08-09 00:04:16
O383, U3214, P3637,2, 2013-08-09 00:04:16
O384, U2639, P2722,16, 2013-08-09 00:04:16
O385, U3095, P1593,6, 2013-08-09 00:04:17
O386, U161, P1755,11, 2013-08-09 00:04:17
O387, U3649, P1296,8, 2013-08-09 00:04:17
O388, U1695, P3073,15, 2013-08-09 00:04:19
O389, U550, P3337,5, 2013-08-09 00:04:19
O390, U814, P162,20, 2013-08-09 00:04:19
O391, U4248, P4682,18, 2013-08-09 00:04:20
O392, U1166, P709,15, 2013-08-09 00:04:20
O393, U21, P4921,13, 2013-08-09 00:04:20
O394, U4303, P904,13, 2013-08-09 00:04:20
O395, U4566, P1100,1, 2013-08-09 00:04:20
O396, U3500, P3261,9, 2013-08-09 00:04:21
O397, U4180, P3260,19, 2013-08-09 00:04:21
O398, U2693, P3236,15, 2013-08-09 00:04:22
O399, U1601, P3448,10, 2013-08-09 00:04:22
O400, U1389, P2772,13, 2013-08-09 00:04:22
O401, U3879, P2378,15, 2013-08-09 00:04:23
O402, U445, P3359,13, 2013-08-09 00:04:24
O403, U4555, P1911,4, 2013-08-09 00:04:25
O404, U2943, P138,8, 2013-08-09 00:04:25
O405, U4379, P4305,2, 2013-08-09 00:04:25
O406, U3731, P2110,8, 2013-08-09 00:04:28
O407, U3363, P2031,1, 2013-08-09 00:04:29
O408, U3958, P1618,8, 2013-08-09 00:04:29
O409, U321, P1541,6, 2013-08-09 00:04:29
O410, U593, P4523,9, 2013-08-09 00:04:29
O411, U1141, P3599,9, 2013-08-09 00:04:29
O412, U109, P421,15, 2013-08-09 00:04:31
O413, U4592, P4083,11, 2013-08-09 00:04:31
O414, U2190, P3909,6, 2013-08-09 00:04:31
O415, U1248, P1226,13, 2013-08-09 00:04:31
O416, U2862, P3284,16, 2013-08-09 00:04:32
O417, U3266, P2843,6, 2013-08-09 00:04:32
O418, U377, P2998,3, 2013-08-09 00:04:34
O419, U2938, P4875,4, 2013-08-09 00:04:34
O420, U1635, P123,8, 2013-08-09 00:04:35
O421, U1564, P3925,10, 2013-08-09 00:04:35
O422, U3658, P1786,7, 2013-08-09 00:04:35
O423, U4635, P4230,16, 2013-08-09 00:04:35
O424, U1884, P4101,13, 2013-08-09 00:04:36
O425, U4273, P1162,13, 2013-08-09 00:04:36
O426, U3715, P2685,2, 2013-08-09 00:04:36
O427, U3723, P2437,13, 2013-08-09 00:04:37
O428, U2538, P2306,7, 2013-08-09 00:04:37
O429, U884, P757,3, 2013-08-09 00:04:38
O430, U1421, P2152,3, 2013-08-09 00:04:38
O431, U2745, P2930,16, 2013-08-09 00:04:39
O432, U884, P621,20, 2013-08-09 00:04:39
O433, U3999, P2567,18, 2013-08-09 00:04:40
O434, U1645, P3197,17, 2013-08-09 00:04:40
O435, U2, P1369,15, 2013-08-09 00:04:40
O436, U3344, P1094,8, 2013-08-09 00:04:41
O437, U2645, P4183,9, 2013-08-09 00:04:41
O438, U372, P2885,11, 2013-08-09 00:04:41
O439, U3595, P3989,7, 2013-08-09 00:04:42
O440, U669, P2748,5, 2013-08-09 00:04:42
O441, U899, P3184,9, 2013-08-09 00:04:43
O442, U3417, P4101,5, 2013-08-09 00:04:43
O443, U4011, P3358,3, 2013-08-09 00:04:44
O444, U3120, P4672,1, 2013-08-09 00:04:44
O445, U961, P2058,17, 2013-08-09 00:04:44
O446, U4197, P2513,4, 2013-08-09 00:04:44
O447, U2965, P2517,19, 2013-08-09 00:04:44
O448, U3755, P3741,12, 2013-08-09 00:04:44
O449, U3293, P2351,1, 2013-08-09 00:04:44
O450, U1333, P2268,7, 2013-08-09 00:04:46
O451, U3351, P3300,20, 2013-08-09 00:04:47
O452, U3397, P740,1, 2013-08-09 00:04:47
O453, U1947, P1570,9, 2013-08-09 00:04:47
O454, U2549, P4292,11, 2013-08-09 00:04:48
O455, U1306, P4484,19, 2013-08-09 00:04:48
O456, U2092, P4370,4, 2013-08-09 00:04:48
O457, U3433, P4357,6, 2013-08-09 00:04:49
O458, U689, P2679,1, 2013-08-09 00:04:50
O459, U1380, P2125,18, 2013-08-09 00:04:50
O460, U4150, P123,8, 2013-08-09 00:04:50
O461, U1138, P2653,5, 2013-08-09 00:04:50
O462, U3947, P4725,6, 2013-08-09 00:04:51
O463, U303, P2540,6, 2013-08-09 00:04:51
O464, U4220, P2229,4, 2013-08-09 00:04:52
O465, U3705, P413,13, 2013-08-09 00:04:53
O466, U1945, P2426,18, 2013-08-09 00:04:54
O467, U3443, P1190,12, 2013-08-09 00:04:54
O468, U4210, P2874,12, 2013-08-09 00:04:54
O469, U111, P2637,3, 2013-08-09 00:04:55
O470, U4584, P1999,15, 2013-08-09 00:04:57
O471, U575, P2772,6, 2013-08-09 00:04:57
O472, U476, P1398,7, 2013-08-09 00:04:57
O473, U1615, P2337,20, 2013-08-09 00:04:58
O474, U3122, P1773,8, 2013-08-09 00:05:01
O475, U4504, P4174,9, 2013-08-09 00:05:01
O476, U538, P1966,10, 2013-08-09 00:05:01
O477, U2026, P4393,19, 2013-08-09 00:05:01
O478, U189, P701,16, 2013-08-09 00:05:01
O479, U3806, P1910,20, 2013-08-09 00:05:02
O480, U3209, P3801,9, 2013-08-09 00:05:02
O481, U759, P713,3, 2013-08-09 00:05:02
O482, U2730, P3611,18, 2013-08-09 00:05:02
O483, U4492, P3199,17, 2013-08-09 00:05:03
O484, U1554, P328,1, 2013-08-09 00:05:04
O485, U4494, P318,18, 2013-08-09 00:05:04
O486, U1114, P4662,15, 2013-08-09 00:05:04
O487, U744, P4530,3, 2013-08-09 00:05:05
O488, U3340, P2534,11, 2013-08-09 00:05:05
O489, U3907, P383,9, 2013-08-09 00:05:07
O490, U2537, P1655,18, 2013-08-09 00:05:07
O491, U1877, P3375,15, 2013-08-09 00:05:07
O492, U2650, P2341,5, 2013-08-09 00:05:08
O493, U1302, P1758,3, 2013-08-09 00:05:08
O494, U2696, P1036,16, 2013-08-09 00:05:09
O495, U3283, P468,17, 2013-08-09 00:05:09
O496, U4607, P689,2, 2013-08-09 00:05:09
O497, U4513, P2667,9, 2013-08-09 00:05:10
O498, U1090, P2442,18, 2013-08-09 00:05:10
O499, U1430, P2397,13, 2013-08-09 00:05:11
O500, U2964, P3788,14, 2013-08-09 00:05:11
O501, U2362, P1937,7, 2013-08-09 00:05:11
O502, U4523, P4633,8, 2013-08-09 00:05:12
O503, U1567, P1827,12, 2013-08-09 00:05:12
O504, U3342, P4767,12, 2013-08-09 00:05:12
O505, U3120, P3021,15, 2013-08-09 00:05:13
O506, U1923, P57,9, 2013-08-09 00:05:13
O507, U3479, P4260,19, 2013-08-09 00:05:14
O508, U1706, P2997,16, 2013-08-09 00:05:15
O509, U2261, P780,4, 2013-08-09 00:05:16
O510, U4260, P1209,20, 2013-08-09 00:05:17
O511, U2909, P3308,12, 2013-08-09 00:05:17
O512, U2310, P331,17, 2013-08-09 00:05:17
O513, U2198, P3725,4, 2013-08-09 00:05:17
O514, U2181, P3011,16, 2013-08-09 00:05:18
O515, U2428, P1160,12, 2013-08-09 00:05:18
O516, U4291, P2943,18, 2013-08-09 00:05:18
O517, U737, P4465,10, 2013-08-09 00:05:19
O518, U1076, P4443,19, 2013-08-09 00:05:22
O519, U3567, P651,16, 2013-08-09 00:05:22
O520, U2580, P2241,16, 2013-08-09 00:05:22
O521, U983, P2286,3, 2013-08-09 00:05:22
O522, U3016, P429,6, 2013-08-09 00:05:22
O523, U4982, P803,11, 2013-08-09 00:05:23
O524, U4437, P4681,6, 2013-08-09 00:05:24
O525, U1292, P1287,6, 2013-08-09 00:05:24
